kind,title,image,audio,attribution,generic,tags
place,Walking path,place-15.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: walking path."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
place,Family home,place-16.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: family home."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
place,Neighbourhood shop,place-17.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: neighbourhood shop."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
place,Community hall,place-18.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: community hall."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
place,Playground,place-19.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: playground."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
place,Shaded bench,place-20.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: shaded bench."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
festival,Spring practice celebration 1,festival-1.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: festival flowers."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Spring"", ""month"": ""April"", ""state"": ""ML""}"
festival,Summer practice celebration 2,festival-2.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: festival drum."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Summer"", ""month"": ""July"", ""state"": ""ML""}"
festival,Autumn practice celebration 3,festival-3.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: decorated courtyard."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Autumn"", ""month"": ""October"", ""state"": ""ML""}"
festival,Winter practice celebration 4,festival-4.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: celebration lamp."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Winter"", ""month"": ""January"", ""state"": ""ML""}"
festival,Spring practice celebration 5,festival-5.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: family gathering."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Spring"", ""month"": ""April"", ""state"": ""ML""}"
festival,Summer practice celebration 6,festival-6.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: harvest basket."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Summer"", ""month"": ""July"", ""state"": ""ML""}"
festival,Autumn practice celebration 7,festival-7.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: welcome garland."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Autumn"", ""month"": ""October"", ""state"": ""ML""}"
festival,Winter practice celebration 8,festival-8.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: community dance."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""season"": ""Winter"", ""month"": ""January"", ""state"": ""ML""}"
dish,Rice bowl,dish-1.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: rice bowl."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Tea cup,dish-2.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: tea cup."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Vegetable stew,dish-3.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: vegetable stew."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Fruit plate,dish-4.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: fruit plate."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Bread basket,dish-5.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bread basket."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Sweet rice,dish-6.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: sweet rice."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Lentil bowl,dish-7.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: lentil bowl."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Soup cup,dish-8.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: soup cup."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Banana snack,dish-9.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: banana snack."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
dish,Steamed vegetables,dish-10.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: steamed vegetables."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
tune,Rising chime,tune-1.svg,tune-1.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: rising chime."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""notes"": ""G,E,D,C,F,A,B,D""}"
tune,Falling chime,tune-2.svg,tune-2.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: falling chime."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""notes"": ""G,E,D,C,F,A,B,D""}"
tune,Gentle alternating tones,tune-3.svg,tune-3.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: gentle alternating tones."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""notes"": ""G,E,D,C,F,A,B,D""}"
tune,Three-note practice,tune-4.svg,tune-4.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: three-note practice."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""notes"": ""G,E,D,C,F,A,B,D""}"
tune,Four-note practice,tune-5.svg,tune-5.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: four-note practice."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""notes"": ""G,E,D,C,F,A,B,D""}"
sound,Soft bell tone,sound-1.svg,sound-1.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: soft bell tone."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,Low bell tone,sound-2.svg,sound-2.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: low bell tone."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,High chime,sound-3.svg,sound-3.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: high chime."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,Gentle alternating tones,sound-4.svg,sound-4.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: gentle alternating tones."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,Rising tones,sound-5.svg,sound-5.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: rising tones."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,Falling tones,sound-6.svg,sound-6.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: falling tones."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,Three-note signal,sound-7.svg,sound-7.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: three-note signal."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
sound,Two-tone signal,sound-8.svg,sound-8.wav,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: two-tone signal."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
activity,Putting away shopping,activity-1.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: putting away shopping."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""steps"": [{""id"": ""activity-1:0"", ""title"": ""Place bags on the table"", ""imageUrl"": ""/content/demo/ML/activity-1-step-1.svg""}, {""id"": ""activity-1:1"", ""title"": ""Take out the fruit"", ""imageUrl"": ""/content/demo/ML/activity-1-step-2.svg""}, {""id"": ""activity-1:2"", ""title"": ""Put fruit in a bowl"", ""imageUrl"": ""/content/demo/ML/activity-1-step-3.svg""}, {""id"": ""activity-1:3"", ""title"": ""Store the rice"", ""imageUrl"": ""/content/demo/ML/activity-1-step-4.svg""}, {""id"": ""activity-1:4"", ""title"": ""Store the vegetables"", ""imageUrl"": ""/content/demo/ML/activity-1-step-5.svg""}, {""id"": ""activity-1:5"", ""title"": ""Fold the bags"", ""imageUrl"": ""/content/demo/ML/activity-1-step-6.svg""}, {""id"": ""activity-1:6"", ""title"": ""Wash your hands"", ""imageUrl"": ""/content/demo/ML/activity-1-step-7.svg""}]}"
activity,Getting ready for a walk,activity-2.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: getting ready for a walk."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""steps"": [{""id"": ""activity-2:0"", ""title"": ""Check the weather"", ""imageUrl"": ""/content/demo/ML/activity-2-step-1.svg""}, {""id"": ""activity-2:1"", ""title"": ""Choose comfortable clothes"", ""imageUrl"": ""/content/demo/ML/activity-2-step-2.svg""}, {""id"": ""activity-2:2"", ""title"": ""Put on shoes"", ""imageUrl"": ""/content/demo/ML/activity-2-step-3.svg""}, {""id"": ""activity-2:3"", ""title"": ""Take a water bottle"", ""imageUrl"": ""/content/demo/ML/activity-2-step-4.svg""}, {""id"": ""activity-2:4"", ""title"": ""Tell a family member"", ""imageUrl"": ""/content/demo/ML/activity-2-step-5.svg""}, {""id"": ""activity-2:5"", ""title"": ""Open the door"", ""imageUrl"": ""/content/demo/ML/activity-2-step-6.svg""}, {""id"": ""activity-2:6"", ""title"": ""Walk slowly"", ""imageUrl"": ""/content/demo/ML/activity-2-step-7.svg""}]}"
activity,Setting the table,activity-3.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: setting the table."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""steps"": [{""id"": ""activity-3:0"", ""title"": ""Clear the table"", ""imageUrl"": ""/content/demo/ML/activity-3-step-1.svg""}, {""id"": ""activity-3:1"", ""title"": ""Wipe the surface"", ""imageUrl"": ""/content/demo/ML/activity-3-step-2.svg""}, {""id"": ""activity-3:2"", ""title"": ""Put down plates"", ""imageUrl"": ""/content/demo/ML/activity-3-step-3.svg""}, {""id"": ""activity-3:3"", ""title"": ""Add spoons"", ""imageUrl"": ""/content/demo/ML/activity-3-step-4.svg""}, {""id"": ""activity-3:4"", ""title"": ""Add cups"", ""imageUrl"": ""/content/demo/ML/activity-3-step-5.svg""}, {""id"": ""activity-3:5"", ""title"": ""Bring the food"", ""imageUrl"": ""/content/demo/ML/activity-3-step-6.svg""}, {""id"": ""activity-3:6"", ""title"": ""Sit together"", ""imageUrl"": ""/content/demo/ML/activity-3-step-7.svg""}]}"
activity,Watering a plant,activity-4.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: watering a plant."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""steps"": [{""id"": ""activity-4:0"", ""title"": ""Find the watering can"", ""imageUrl"": ""/content/demo/ML/activity-4-step-1.svg""}, {""id"": ""activity-4:1"", ""title"": ""Fill it with water"", ""imageUrl"": ""/content/demo/ML/activity-4-step-2.svg""}, {""id"": ""activity-4:2"", ""title"": ""Walk to the plant"", ""imageUrl"": ""/content/demo/ML/activity-4-step-3.svg""}, {""id"": ""activity-4:3"", ""title"": ""Water the soil"", ""imageUrl"": ""/content/demo/ML/activity-4-step-4.svg""}, {""id"": ""activity-4:4"", ""title"": ""Let the water soak"", ""imageUrl"": ""/content/demo/ML/activity-4-step-5.svg""}, {""id"": ""activity-4:5"", ""title"": ""Put the can away"", ""imageUrl"": ""/content/demo/ML/activity-4-step-6.svg""}, {""id"": ""activity-4:6"", ""title"": ""Enjoy the plant"", ""imageUrl"": ""/content/demo/ML/activity-4-step-7.svg""}]}"
activity,Packing a picnic,activity-5.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: packing a picnic."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""steps"": [{""id"": ""activity-5:0"", ""title"": ""Choose a basket"", ""imageUrl"": ""/content/demo/ML/activity-5-step-1.svg""}, {""id"": ""activity-5:1"", ""title"": ""Pack clean plates"", ""imageUrl"": ""/content/demo/ML/activity-5-step-2.svg""}, {""id"": ""activity-5:2"", ""title"": ""Add fruit"", ""imageUrl"": ""/content/demo/ML/activity-5-step-3.svg""}, {""id"": ""activity-5:3"", ""title"": ""Add bread"", ""imageUrl"": ""/content/demo/ML/activity-5-step-4.svg""}, {""id"": ""activity-5:4"", ""title"": ""Fill a water bottle"", ""imageUrl"": ""/content/demo/ML/activity-5-step-5.svg""}, {""id"": ""activity-5:5"", ""title"": ""Close the basket"", ""imageUrl"": ""/content/demo/ML/activity-5-step-6.svg""}, {""id"": ""activity-5:6"", ""title"": ""Carry the basket"", ""imageUrl"": ""/content/demo/ML/activity-5-step-7.svg""}]}"
